,constructorStandingsId,raceId,constructorId,points,position,positionText,wins,year,round,circuitId,name_x,date,time,url_x,constructorRef,name_y,nationality,url_y
260,4729,281,1,50.0,2,2,3,1993,9,9,British Grand Prix,1993-07-11,\N,http://en.wikipedia.org/wiki/1993_British_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
261,4742,282,1,53.0,2,2,3,1993,10,10,German Grand Prix,1993-07-25,\N,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
262,4755,283,1,53.0,2,2,3,1993,11,11,Hungarian Grand Prix,1993-08-15,\N,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
263,4768,284,1,56.0,3,3,3,1993,12,13,Belgian Grand Prix,1993-08-29,\N,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
264,4781,285,1,60.0,3,3,3,1993,13,14,Italian Grand Prix,1993-09-12,\N,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
265,4794,286,1,60.0,3,3,3,1993,14,27,Portuguese Grand Prix,1993-09-26,\N,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
266,4807,287,1,74.0,2,2,4,1993,15,22,Japanese Grand Prix,1993-10-24,\N,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
267,4820,288,1,84.0,2,2,5,1993,16,29,Australian Grand Prix,1993-11-07,\N,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
268,3248,289,1,6.0,2,2,0,1992,1,30,South African Grand Prix,1992-03-01,\N,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
269,3257,290,1,9.0,2,2,0,1992,2,32,Mexican Grand Prix,1992-03-22,\N,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
270,3268,291,1,9.0,3,3,0,1992,3,18,Brazilian Grand Prix,1992-04-05,\N,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
271,3323,293,1,16.0,3,3,0,1992,5,21,San Marino Grand Prix,1992-05-17,\N,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
272,3309,292,1,12.0,3,3,0,1992,4,4,Spanish Grand Prix,1992-05-03,\N,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
273,3337,294,1,26.0,2,2,1,1992,6,6,Monaco Grand Prix,1992-05-31,\N,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
274,3351,295,1,36.0,2,2,2,1992,7,7,Canadian Grand Prix,1992-06-14,\N,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
275,3365,296,1,36.0,2,2,2,1992,8,8,French Grand Prix,1992-07-05,\N,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
276,3379,297,1,38.0,3,3,2,1992,9,9,British Grand Prix,1992-07-12,\N,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
277,3394,298,1,44.0,3,3,2,1992,10,10,German Grand Prix,1992-07-26,\N,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
278,3409,299,1,58.0,2,2,3,1992,11,11,Hungarian Grand Prix,1992-08-16,\N,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
279,3424,300,1,60.0,3,3,3,1992,12,13,Belgian Grand Prix,1992-08-30,\N,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
280,3439,301,1,73.0,3,3,4,1992,13,14,Italian Grand Prix,1992-09-13,\N,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
281,3454,302,1,83.0,2,2,4,1992,14,27,Portuguese Grand Prix,1992-09-27,\N,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
282,3469,303,1,89.0,2,2,4,1992,15,22,Japanese Grand Prix,1992-10-25,\N,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
283,3484,304,1,99.0,2,2,5,1992,16,29,Australian Grand Prix,1992-11-08,\N,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
284,8230,305,1,10.0,1,1,1,1991,1,33,United States Grand Prix,1991-03-10,\N,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
285,8248,306,1,24.0,1,1,2,1991,2,18,Brazilian Grand Prix,1991-03-24,\N,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
286,8266,307,1,40.0,1,1,3,1991,3,21,San Marino Grand Prix,1991-04-28,\N,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
287,8285,308,1,50.0,1,1,4,1991,4,6,Monaco Grand Prix,1991-05-12,\N,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
288,8304,309,1,50.0,1,1,4,1991,5,7,Canadian Grand Prix,1991-06-02,\N,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
289,8323,310,1,54.0,1,1,4,1991,6,32,Mexican Grand Prix,1991-06-16,\N,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
290,8342,311,1,58.0,1,1,4,1991,7,8,French Grand Prix,1991-07-07,\N,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
291,8361,312,1,67.0,1,1,4,1991,8,9,British Grand Prix,1991-07-14,\N,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
292,8380,313,1,70.0,2,2,4,1991,9,10,German Grand Prix,1991-07-28,\N,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
293,8399,314,1,83.0,1,1,5,1991,10,11,Hungarian Grand Prix,1991-08-11,\N,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
294,8418,315,1,99.0,1,1,6,1991,11,13,Belgian Grand Prix,1991-08-25,\N,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
295,8437,316,1,108.0,1,1,6,1991,12,14,Italian Grand Prix,1991-09-08,\N,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
296,8456,317,1,114.0,1,1,6,1991,13,27,Portuguese Grand Prix,1991-09-22,\N,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
297,8475,318,1,116.0,2,2,6,1991,14,4,Spanish Grand Prix,1991-09-29,\N,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
298,8494,319,1,132.0,1,1,7,1991,15,22,Japanese Grand Prix,1991-10-20,\N,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
299,8513,320,1,139.0,1,1,8,1991,16,29,Australian Grand Prix,1991-11-03,\N,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
300,7624,321,1,9.0,1,1,1,1990,1,33,United States Grand Prix,1990-03-11,\N,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
301,7643,322,1,19.0,1,1,1,1990,2,18,Brazilian Grand Prix,1990-03-25,\N,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
302,7662,323,1,25.0,1,1,1,1990,3,21,San Marino Grand Prix,1990-05-13,\N,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
303,7681,324,1,38.0,1,1,2,1990,4,6,Monaco Grand Prix,1990-05-27,\N,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
304,7700,325,1,50.0,1,1,3,1990,5,7,Canadian Grand Prix,1990-06-10,\N,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
305,7719,326,1,54.0,1,1,3,1990,6,32,Mexican Grand Prix,1990-06-24,\N,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
306,7738,327,1,60.0,1,1,3,1990,7,34,French Grand Prix,1990-07-08,\N,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
307,7757,328,1,64.0,1,1,3,1990,8,9,British Grand Prix,1990-07-15,\N,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
308,7776,329,1,77.0,1,1,4,1990,9,10,German Grand Prix,1990-07-29,\N,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
309,7795,330,1,83.0,1,1,4,1990,10,11,Hungarian Grand Prix,1990-08-12,\N,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
310,7814,331,1,96.0,1,1,5,1990,11,13,Belgian Grand Prix,1990-08-26,\N,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
311,7833,332,1,109.0,1,1,6,1990,12,14,Italian Grand Prix,1990-09-09,\N,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
312,7852,333,1,118.0,1,1,6,1990,13,27,Portuguese Grand Prix,1990-09-23,\N,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
313,7871,334,1,118.0,1,1,6,1990,14,26,Spanish Grand Prix,1990-09-30,\N,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
314,7890,335,1,118.0,1,1,6,1990,15,22,Japanese Grand Prix,1990-10-21,\N,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
315,7909,336,1,121.0,1,1,6,1990,16,29,Australian Grand Prix,1990-11-04,\N,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
316,8533,2,1,1.0,8,8,0,2009,2,2,Malaysian Grand Prix,2009-04-05,09:00:00,http://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
317,8563,3,1,8.0,4,4,0,2009,3,17,Chinese Grand Prix,2009-04-19,07:00:00,http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
318,8583,4,1,13.0,4,4,0,2009,4,3,Bahrain Grand Prix,2009-04-26,12:00:00,http://en.wikipedia.org/wiki/2009_Bahrain_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
319,8593,5,1,13.0,4,4,0,2009,5,4,Spanish Grand Prix,2009-05-10,12:00:00,http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
320,8673,6,1,13.0,5,5,0,2009,6,6,Monaco Grand Prix,2009-05-24,12:00:00,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
321,8643,7,1,13.0,5,5,0,2009,7,5,Turkish Grand Prix,2009-06-07,12:00:00,http://en.wikipedia.org/wiki/2009_Turkish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
322,8663,8,1,13.0,6,6,0,2009,8,9,British Grand Prix,2009-06-21,12:00:00,http://en.wikipedia.org/wiki/2009_British_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
323,8683,9,1,14.0,6,6,0,2009,9,20,German Grand Prix,2009-07-12,12:00:00,http://en.wikipedia.org/wiki/2009_German_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
324,8693,10,1,28.0,5,5,1,2009,10,11,Hungarian Grand Prix,2009-07-26,12:00:00,http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
325,8703,11,1,41.0,4,4,1,2009,11,12,European Grand Prix,2009-08-23,12:00:00,http://en.wikipedia.org/wiki/2009_European_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
326,8713,12,1,44.0,4,4,1,2009,12,13,Belgian Grand Prix,2009-08-30,12:00:00,http://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
327,8723,13,1,47.0,4,4,1,2009,13,14,Italian Grand Prix,2009-09-13,12:00:00,http://en.wikipedia.org/wiki/2009_Italian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
328,8733,14,1,59.0,4,4,2,2009,14,15,Singapore Grand Prix,2009-09-27,12:00:00,http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
329,8753,15,1,65.0,4,4,2,2009,15,22,Japanese Grand Prix,2009-10-04,05:00:00,http://en.wikipedia.org/wiki/2009_Japanese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
330,8763,16,1,71.0,3,3,2,2009,16,18,Brazilian Grand Prix,2009-10-18,16:00:00,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
331,8773,356,1,6.0,2,2,0,1989,1,36,Brazilian Grand Prix,1989-03-26,\N,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
332,8793,357,1,21.0,1,1,1,1989,2,21,San Marino Grand Prix,1989-04-23,\N,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
333,8813,358,1,36.0,1,1,2,1989,3,6,Monaco Grand Prix,1989-05-07,\N,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
334,8833,359,1,47.0,1,1,3,1989,4,32,Mexican Grand Prix,1989-05-28,\N,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
335,8853,360,1,56.0,1,1,4,1989,5,33,United States Grand Prix,1989-06-04,\N,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
336,8873,361,1,56.0,1,1,4,1989,6,7,Canadian Grand Prix,1989-06-18,\N,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
337,8893,362,1,65.0,1,1,5,1989,7,34,French Grand Prix,1989-07-09,\N,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
338,8913,363,1,74.0,1,1,6,1989,8,9,British Grand Prix,1989-07-16,\N,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
339,8933,364,1,89.0,1,1,7,1989,9,10,German Grand Prix,1989-07-30,\N,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
340,8953,365,1,98.0,1,1,7,1989,10,11,Hungarian Grand Prix,1989-08-13,\N,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
341,8973,366,1,113.0,1,1,8,1989,11,13,Belgian Grand Prix,1989-08-27,\N,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
342,8993,367,1,122.0,1,1,9,1989,12,14,Italian Grand Prix,1989-09-10,\N,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
343,9013,368,1,128.0,1,1,9,1989,13,27,Portuguese Grand Prix,1989-09-24,\N,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
344,9033,369,1,141.0,1,1,10,1989,14,26,Spanish Grand Prix,1989-10-01,\N,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
345,9113,370,1,141.0,1,1,10,1989,15,22,Japanese Grand Prix,1989-10-22,\N,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
346,9133,371,1,141.0,1,1,10,1989,16,29,Australian Grand Prix,1989-11-05,\N,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
347,9152,372,1,9.0,1,1,1,1988,1,36,Brazilian Grand Prix,1988-04-03,\N,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
348,9170,373,1,24.0,1,1,2,1988,2,21,San Marino Grand Prix,1988-05-01,\N,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
349,9188,374,1,33.0,1,1,3,1988,3,6,Monaco Grand Prix,1988-05-15,\N,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
350,9206,375,1,48.0,1,1,4,1988,4,32,Mexican Grand Prix,1988-05-29,\N,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
351,9224,376,1,63.0,1,1,5,1988,5,7,Canadian Grand Prix,1988-06-12,\N,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
352,9242,377,1,78.0,1,1,6,1988,6,37,Detroit Grand Prix,1988-06-19,\N,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
353,9260,378,1,93.0,1,1,7,1988,7,34,French Grand Prix,1988-07-03,\N,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
354,9278,379,1,102.0,1,1,8,1988,8,9,British Grand Prix,1988-07-10,\N,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
355,9296,380,1,117.0,1,1,9,1988,9,10,German Grand Prix,1988-07-24,\N,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
356,9314,381,1,132.0,1,1,10,1988,10,11,Hungarian Grand Prix,1988-08-07,\N,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
357,9332,382,1,147.0,1,1,11,1988,11,13,Belgian Grand Prix,1988-08-28,\N,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
358,9350,383,1,147.0,1,1,11,1988,12,14,Italian Grand Prix,1988-09-11,\N,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
359,9368,384,1,157.0,1,1,12,1988,13,27,Portuguese Grand Prix,1988-09-25,\N,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
360,9386,385,1,169.0,1,1,13,1988,14,26,Spanish Grand Prix,1988-10-02,\N,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
361,9404,386,1,184.0,1,1,14,1988,15,22,Japanese Grand Prix,1988-10-30,\N,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
362,9422,387,1,199.0,1,1,15,1988,16,29,Australian Grand Prix,1988-11-13,\N,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
363,9440,388,1,13.0,1,1,1,1987,1,36,Brazilian Grand Prix,1987-04-12,\N,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
364,9453,389,1,16.0,2,2,1,1987,2,21,San Marino Grand Prix,1987-05-03,\N,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
365,9468,390,1,31.0,1,1,2,1987,3,13,Belgian Grand Prix,1987-05-17,\N,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
366,9483,391,1,31.0,1,1,2,1987,4,6,Monaco Grand Prix,1987-05-31,\N,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
367,9498,392,1,35.0,1,1,2,1987,5,37,Detroit Grand Prix,1987-06-21,\N,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
368,9513,393,1,39.0,2,2,2,1987,6,34,French Grand Prix,1987-07-05,\N,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
369,9528,394,1,39.0,2,2,2,1987,7,9,British Grand Prix,1987-07-12,\N,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
370,9543,395,1,45.0,2,2,2,1987,8,10,German Grand Prix,1987-07-26,\N,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
371,9558,396,1,49.0,2,2,2,1987,9,11,Hungarian Grand Prix,1987-08-09,\N,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
372,9573,397,1,50.0,2,2,2,1987,10,23,Austrian Grand Prix,1987-08-16,\N,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
373,9588,398,1,51.0,3,3,2,1987,11,14,Italian Grand Prix,1987-09-06,\N,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
374,9604,399,1,62.0,2,2,3,1987,12,27,Portuguese Grand Prix,1987-09-20,\N,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
375,9620,400,1,72.0,2,2,3,1987,13,26,Spanish Grand Prix,1987-09-27,\N,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
376,9636,401,1,72.0,2,2,3,1987,14,32,Mexican Grand Prix,1987-10-18,\N,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
377,9652,402,1,76.0,2,2,3,1987,15,22,Japanese Grand Prix,1987-11-01,\N,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
378,9668,403,1,76.0,2,2,3,1987,16,29,Australian Grand Prix,1987-11-15,\N,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
379,9692,404,1,0.0,9,9,0,1986,1,36,Brazilian Grand Prix,1986-03-23,\N,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
380,9705,405,1,7.0,4,4,0,1986,2,26,Spanish Grand Prix,1986-04-13,\N,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
381,9718,406,1,18.0,2,2,1,1986,3,21,San Marino Grand Prix,1986-04-27,\N,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
382,9731,407,1,33.0,1,1,2,1986,4,6,Monaco Grand Prix,1986-05-11,\N,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
383,9744,408,1,34.0,1,1,2,1986,5,13,Belgian Grand Prix,1986-05-25,\N,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
384,9757,409,1,43.0,2,2,2,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
